City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Conditions
269,San Pedro,PH,14.35,121.0167,80.35,90,75,2.3,broken clouds
270,Porto Novo,BJ,6.4965,2.6036,82.22,66,85,11.21,overcast clouds
271,Sept-Iles,CA,50.2001,-66.3821,54.05,78,89,1.01,overcast clouds
272,Khudumelapye,BW,-23.8833,24.75,54.93,49,3,3.56,clear sky
273,Port-Gentil,GA,-0.7193,8.7815,80.56,78,40,12.66,scattered clouds
274,Mount Isa,AU,-20.7333,139.5,58.77,77,85,1.14,overcast clouds
275,Tarakan,ID,3.3,117.6333,80.44,79,100,1.14,overcast clouds
276,Praia,CV,14.9215,-23.5087,79.34,53,20,18.41,few clouds
277,Dharmadam,IN,11.7833,75.4333,76.89,88,97,1.79,overcast clouds
278,Walvis Bay,NA,-22.9575,14.5053,66.09,44,0,19.75,clear sky
279,Timra,SE,62.487,17.3257,55.08,54,100,11.5,overcast clouds
280,Poum,NC,-20.2333,164.0167,78.17,82,78,14.74,broken clouds
281,Tuatapere,NZ,-46.1333,167.6833,45.66,82,95,9.31,overcast clouds
282,Puerto Suarez,BO,-18.95,-57.8,81.16,34,0,6.91,clear sky
283,Vedea,RO,43.7833,25.7833,74.88,45,16,9.93,few clouds
284,Ponta Do Sol,PT,32.6667,-17.1,75.0,74,20,1.77,few clouds
285,Christchurch,NZ,-43.5333,172.6333,43.95,82,40,5.75,scattered clouds
286,Russell,US,32.3502,-85.1999,86.92,54,0,4.61,clear sky
287,Redmond,US,47.674,-122.1215,61.74,71,0,1.99,clear sky
288,Itaituba,BR,-4.2761,-55.9836,86.16,70,75,0.0,broken clouds
289,Neuquen,AR,-38.9516,-68.0591,49.89,66,75,0.0,light rain
290,Georgetown,MY,5.4112,100.3354,83.95,88,20,3.44,few clouds
291,Nanakuli,US,21.3906,-158.1547,75.61,69,100,4.61,overcast clouds
292,Matara,LK,5.9485,80.5353,79.2,89,9,10.96,clear sky
293,Rocha,UY,-34.4833,-54.3333,65.12,48,1,3.47,clear sky
294,Haines Junction,CA,60.7522,-137.5108,48.15,46,100,1.14,overcast clouds
295,Itarema,BR,-2.9248,-39.9167,83.21,72,61,9.48,broken clouds
296,Marawi,PH,7.9986,124.2928,69.39,97,100,3.0,overcast clouds
297,Languyan,PH,5.2618,120.0807,80.08,82,100,6.29,light rain
298,Salekhard,RU,66.53,66.6019,32.68,89,100,30.11,light snow
299,Touros,BR,-5.1989,-35.4608,83.25,71,41,12.93,scattered clouds
300,Monrovia,LR,6.3005,-10.7969,78.93,82,100,6.31,light rain
301,Ryotsu,JP,38.0833,138.4333,58.82,88,100,1.32,overcast clouds
302,Dimbokro,CI,6.6451,-4.7048,71.87,97,100,6.51,light rain
303,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,83.05,66,69,3.4,broken clouds
304,Varadero,CU,23.1536,-81.2514,88.56,69,97,15.35,overcast clouds
305,Vilyuysk,RU,63.7553,121.6247,45.32,74,86,3.74,overcast clouds
306,Lishui,CN,28.4604,119.9103,65.53,97,100,2.8,light rain
307,Nuuk,GL,64.1835,-51.7216,34.41,100,75,26.46,light snow
308,Lagos,NG,6.5833,3.75,82.72,76,66,8.3,moderate rain
309,Batemans Bay,AU,-35.7167,150.1833,55.09,84,92,5.99,overcast clouds
310,Rawson,AR,-43.3002,-65.1023,60.19,44,100,16.15,overcast clouds
311,Esperance,AU,-33.8667,121.9,64.74,65,15,11.95,few clouds
312,Bahar,IR,34.9072,48.4414,68.16,24,0,4.61,clear sky
313,Margate,GB,51.3813,1.3862,67.1,73,47,4.0,scattered clouds
314,Hambantota,LK,6.1241,81.1185,80.4,82,4,16.69,clear sky
315,Vestmannaeyjar,IS,63.4427,-20.2734,56.39,62,0,6.91,clear sky
316,Sinnamary,GF,5.3833,-52.95,80.22,84,71,7.49,broken clouds
317,Toyooka,JP,35.5333,134.8333,60.55,93,65,4.52,broken clouds
318,Berani,PK,25.785,68.8069,90.39,52,0,24.45,clear sky
319,Villavicencio,CO,4.142,-73.6266,82.92,66,53,5.1,broken clouds
320,Maniitsoq,GL,65.4167,-52.9,31.62,96,100,10.31,light snow
321,Shenzhen,CN,22.5455,114.0683,79.07,87,100,9.84,overcast clouds
322,Garowe,SO,8.4054,48.4845,94.73,23,94,6.29,overcast clouds
323,Mount Gambier,AU,-37.8333,140.7667,40.91,100,100,0.0,fog
324,Dulag,PH,10.9525,125.0317,78.37,89,100,3.09,overcast clouds
325,Fairview,US,40.8126,-73.999,88.9,57,0,10.36,clear sky
326,Antofagasta,CL,-23.65,-70.4,72.21,49,4,8.41,clear sky
327,Sibinal,GT,15.1333,-92.05,59.2,71,100,3.71,overcast clouds
328,Saint-Joseph,RE,-21.3667,55.6167,71.98,77,37,12.19,light rain
329,Awjilah,LY,29.1081,21.2869,83.44,16,0,13.18,clear sky
330,Yining,CN,29.0361,114.5636,64.56,98,100,2.28,light rain
331,Pidhorodne,UA,48.5753,35.1068,58.21,67,75,11.9,broken clouds
332,Rafai,CF,4.95,23.9167,80.15,65,98,3.71,overcast clouds
333,Ilmenau,DE,50.6833,10.9,70.12,57,94,4.34,overcast clouds
334,Berbera,SO,10.4396,45.0143,91.45,47,100,2.77,overcast clouds
335,Kantang,TH,7.4054,99.5156,80.67,87,100,6.58,overcast clouds
336,Iqaluit,CA,63.7506,-68.5145,26.33,86,100,25.32,light snow
337,Athabasca,CA,54.7169,-113.2854,57.61,45,100,4.9,overcast clouds
338,Mackay,AU,-21.15,149.2,67.68,85,99,12.37,overcast clouds
339,Kununurra,AU,-15.7667,128.7333,64.38,77,97,0.0,overcast clouds
340,Yichang,CN,30.7144,111.2847,66.43,92,57,1.63,broken clouds
341,Tarnogskiy Gorodok,RU,60.4997,43.5761,37.11,77,100,9.15,overcast clouds
342,Gondar,ET,12.6,37.4667,67.05,58,54,10.38,broken clouds
343,Parasia,IN,22.2,78.7667,90.01,24,23,12.84,few clouds
344,Nanortalik,GL,60.1432,-45.2371,37.87,96,100,14.74,light rain
345,Songjianghe,CN,42.1859,127.479,48.18,71,5,3.83,clear sky
346,Marienburg,PL,54.0359,19.0266,57.85,85,100,13.8,overcast clouds
347,Chiredzi,ZW,-21.05,31.6667,60.55,90,88,2.98,overcast clouds
348,Cascais,PT,38.6979,-9.4215,69.66,77,75,25.01,broken clouds
349,Mayumba,GA,-3.432,10.6554,78.04,76,71,7.38,broken clouds
350,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,76,75,14.97,broken clouds
351,Kupang,ID,-10.1667,123.5833,77.72,79,9,8.37,clear sky
352,Ballina,AU,-28.8667,153.5667,58.78,82,100,12.15,overcast clouds
353,Kiunga,PG,-6.1219,141.2906,73.17,100,70,1.5,broken clouds
354,Grand-Santi,GF,4.25,-54.3833,81.18,85,99,0.98,overcast clouds
355,Abu Samrah,SY,35.3029,37.1841,68.58,40,0,23.38,clear sky
356,Washington,US,47.5001,-120.5015,52.57,62,0,2.59,clear sky
357,Cidreira,BR,-30.1811,-50.2056,63.25,63,100,2.15,overcast clouds
358,Guilin,CN,25.2819,110.2864,66.31,98,100,4.74,overcast clouds
359,Trujillo,PE,-8.116,-79.03,64.36,77,75,10.36,fog
360,Sorland,NO,67.667,12.6934,48.06,96,100,9.28,overcast clouds
361,Show Low,US,34.2542,-110.0298,67.66,26,0,19.57,clear sky
362,Chapais,CA,49.7834,-74.8492,31.78,86,100,3.33,snow
363,Salym,RU,60.0625,71.4789,45.52,92,100,9.42,light rain
364,Voyskovitsy,RU,59.5287,29.964,52.63,40,0,8.81,clear sky
365,Bilma,NE,18.6853,12.9164,101.59,6,17,7.02,few clouds
366,Hamilton,US,39.1834,-84.5333,65.88,83,100,12.66,overcast clouds
367,Clyde River,CA,70.4692,-68.5914,19.63,93,100,31.07,heavy snow
368,Paraiba Do Sul,BR,-22.1619,-43.2928,74.91,53,2,4.74,clear sky
369,Bambous Virieux,MU,-20.3428,57.7575,75.45,73,40,10.36,light rain
370,Pangody,RU,65.85,74.4859,50.56,66,98,21.14,overcast clouds
371,Lulea,SE,65.5842,22.1547,59.07,47,0,4.61,clear sky
372,Osterburg,DE,52.7833,11.7667,68.22,54,53,5.41,broken clouds
373,Yangambi,CD,0.8102,24.4336,81.37,66,98,1.43,overcast clouds
374,Gramoteino,RU,54.5368,86.3839,64.81,65,100,5.53,overcast clouds
375,Meadow Lake,US,34.8014,-106.5436,58.12,38,4,6.6,clear sky
376,Sanandaj,IR,35.3144,46.9923,75.22,15,0,2.3,clear sky
377,Wajima,JP,37.4,136.9,59.72,90,31,9.46,scattered clouds
378,Coquimbo,CL,-29.9533,-71.3436,60.53,72,0,3.44,clear sky
379,Katsuura,JP,35.1333,140.3,62.49,86,97,9.48,overcast clouds
380,Ossora,RU,59.2353,163.0719,34.34,91,93,2.39,overcast clouds
381,Harper,LR,4.375,-7.7169,79.0,73,100,6.62,overcast clouds
382,Sitka,US,57.0531,-135.33,51.69,76,40,6.91,scattered clouds
383,Zhuji,CN,29.7188,120.2423,68.23,82,100,3.27,light rain
384,Tevriz,RU,57.509,72.4042,45.97,94,100,6.76,light rain
385,Quartucciu,IT,39.2519,9.1794,89.78,53,0,9.22,clear sky
386,Shenjiamen,CN,29.9576,122.298,65.34,85,100,10.94,overcast clouds
387,Svetlogorsk,BY,52.6333,29.7333,52.5,78,98,5.37,overcast clouds
388,Kloulklubed,PW,7.0419,134.2556,73.9,73,97,7.23,overcast clouds
389,Panaba,MX,21.2833,-88.2667,95.94,37,42,19.91,scattered clouds
390,Tieli,CN,46.95,128.05,55.29,48,56,7.49,broken clouds
391,Furano,JP,43.2818,142.4743,51.71,96,100,2.17,overcast clouds
392,Progreso,MX,21.2833,-89.6667,93.31,54,10,12.8,clear sky
393,Antonovo,BG,43.15,26.1667,74.17,49,38,12.59,scattered clouds
394,Botou,CN,38.0667,116.5667,76.86,31,37,8.41,scattered clouds
395,Heishan,CN,41.6892,122.1128,69.4,39,67,4.59,broken clouds
396,Gualeguay,AR,-33.1416,-59.3097,67.3,49,16,8.01,few clouds
397,Ilulissat,GL,69.2167,-51.1,33.82,93,75,0.0,light rain and snow
398,Beringovskiy,RU,63.05,179.3167,37.09,84,99,8.7,overcast clouds
399,Ancud,CL,-41.8697,-73.8203,48.61,68,91,11.88,light rain
400,Fort Nelson,CA,58.8053,-122.7002,45.99,71,75,3.44,broken clouds
401,Cherskiy,RU,68.75,161.3,46.2,62,84,9.44,broken clouds
402,Katherine,AU,-14.4667,132.2667,73.72,49,40,8.05,scattered clouds
403,Rio Gallegos,AR,-51.6226,-69.2181,39.25,60,0,16.11,clear sky
404,Grand Gaube,MU,-20.0064,57.6608,75.6,78,5,5.01,clear sky
405,Banda Aceh,ID,5.5577,95.3222,81.59,78,100,13.18,overcast clouds
406,Dois Vizinhos,BR,-25.7336,-53.0572,66.42,49,62,1.79,broken clouds
407,Vanimo,PG,-2.6741,141.3028,78.84,87,95,3.65,overcast clouds
408,Necochea,AR,-38.5473,-58.7368,61.34,43,99,12.93,overcast clouds
409,Bjornevatn,NO,69.6672,29.9847,41.34,87,75,6.91,broken clouds
410,Kropotkin,RU,45.4375,40.5756,59.14,85,61,12.64,broken clouds
411,Durant,US,33.994,-96.3708,59.16,68,100,17.27,overcast clouds
412,Uren,RU,57.4552,45.7852,39.02,66,100,6.73,overcast clouds
413,Aban,RU,56.67,96.06,50.85,63,50,5.1,scattered clouds
414,Sola,VU,-13.8833,167.55,80.78,76,17,1.63,few clouds
415,Hoi An,VN,15.8794,108.335,82.36,88,97,6.4,overcast clouds
416,Catamarca,AR,-28.4696,-65.7852,78.58,31,1,4.0,clear sky
417,Ferme-Neuve,CA,46.7001,-75.4493,59.4,75,100,7.4,overcast clouds
418,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,65,4,7.94,clear sky
419,Umm Lajj,SA,25.0213,37.2685,80.74,58,1,11.92,clear sky
420,San Vicente,AR,-26.6167,-54.1333,66.78,41,91,3.18,overcast clouds
421,Errol,GB,56.3923,-3.2128,63.84,73,75,11.5,broken clouds
422,Komsomolskiy,UZ,40.4272,71.7189,61.21,45,100,9.15,overcast clouds
423,Oranjestad,AW,12.524,-70.027,87.75,62,75,25.32,broken clouds
424,Daru,PG,-9.0763,143.2092,80.26,80,50,13.27,scattered clouds
425,Toora-Khem,RU,52.4675,96.11,62.01,41,99,2.24,overcast clouds
426,Saskylakh,RU,71.9167,114.0833,34.02,100,100,3.0,overcast clouds
427,Xinzhou,CN,38.4092,112.7333,64.9,53,82,1.43,broken clouds
428,Oranjemund,NA,-28.55,16.4333,57.6,74,3,9.57,clear sky
429,Moose Factory,CA,51.2585,-80.6094,46.4,53,100,8.05,overcast clouds
430,Lianran,CN,24.9227,102.485,57.74,94,100,3.24,overcast clouds
431,Mubi,NG,10.2676,13.2644,97.12,23,83,3.87,broken clouds
432,Oum Hadjer,TD,13.2954,19.6966,103.89,8,58,5.19,broken clouds
433,San Andres,CO,12.5847,-81.7006,84.22,79,75,10.36,broken clouds
434,Pangnirtung,CA,66.1451,-65.7125,35.6,60,75,2.3,light snow
435,Monforte De Lemos,ES,42.5216,-7.5142,62.56,93,86,4.99,overcast clouds
436,Vostok,RU,46.4856,135.8833,41.11,97,63,0.92,broken clouds
437,Tarko-Sale,RU,64.9225,77.785,58.95,57,36,15.61,scattered clouds
438,Axim,GH,4.8699,-2.2405,77.58,85,100,7.94,overcast clouds
439,Rath,IN,25.5833,79.5667,100.33,15,77,4.21,broken clouds
440,Coruripe,BR,-10.1256,-36.1756,81.61,63,29,14.97,scattered clouds
441,Bogdanci,MK,41.2031,22.5756,80.15,50,65,10.69,broken clouds
442,Acapulco,MX,16.8634,-99.8901,84.02,61,75,3.44,broken clouds
443,Grindavik,IS,63.8424,-22.4338,55.35,66,0,25.32,clear sky
444,Bosaso,SO,11.2842,49.1816,88.72,47,99,2.37,overcast clouds
445,Pacific Grove,US,36.6177,-121.9166,56.21,91,75,3.0,broken clouds
446,Abha,SA,18.2164,42.5053,78.62,25,20,8.05,few clouds
447,Grong,NO,64.4654,12.3149,57.4,62,100,2.68,overcast clouds
448,Krasnyy Chikoy,RU,50.3643,108.7512,53.98,56,75,3.58,broken clouds
449,Borzna,UA,51.2546,32.4269,47.55,92,100,11.95,overcast clouds
450,Isla Vista,US,34.4133,-119.861,67.35,82,40,8.05,haze
451,Lavrentiya,RU,65.5833,-171.0,37.2,69,100,8.25,overcast clouds
452,Bandarbeyla,SO,9.4942,50.8122,80.92,83,64,21.41,broken clouds
453,Elizabeth City,US,36.2946,-76.2511,87.82,75,20,16.11,few clouds
454,Aykhal,RU,66.0,111.5,49.69,65,99,4.21,overcast clouds
455,San Policarpo,PH,12.1791,125.5072,80.87,84,100,9.8,overcast clouds
456,Rock Sound,BS,24.9,-76.2,79.07,79,91,15.97,overcast clouds
457,Port Pirie,AU,-33.1833,138.0167,61.2,66,92,6.15,overcast clouds
458,Buchanan,LR,5.8808,-10.0467,77.56,87,100,6.46,light rain
459,Ketchikan,US,55.3422,-131.6461,54.07,66,0,10.36,clear sky
460,Faya,SA,18.3851,42.4509,78.91,29,3,8.99,clear sky
461,Siocon,PH,7.7061,122.1353,79.0,88,96,5.46,moderate rain
462,Saint-Georges,GD,12.0564,-61.7485,85.68,70,40,23.02,scattered clouds
463,Emerald,AU,-23.5333,148.1667,61.34,85,98,13.29,overcast clouds
464,Conde,BR,-7.2597,-34.9075,78.26,89,75,13.8,broken clouds
465,Sembe,CG,1.6481,14.5806,79.41,84,97,2.75,light rain
466,Kruisfontein,ZA,-34.0033,24.7314,58.89,72,100,2.91,overcast clouds
467,Owo,NG,7.1962,5.5868,78.85,84,73,6.17,moderate rain
468,Goundam,ML,16.4145,-3.6708,101.01,20,95,5.17,overcast clouds
469,Mayo,US,38.8876,-76.5119,89.37,67,0,9.22,clear sky
470,Port Keats,AU,-14.25,129.55,74.73,45,46,7.05,scattered clouds
471,La Orotava,ES,28.3908,-16.5231,75.43,58,1,4.0,clear sky
472,Whitehorse,CA,60.7161,-135.0538,50.09,43,75,10.36,broken clouds
473,Ust-Nera,RU,64.5667,143.2,33.33,87,47,3.36,scattered clouds
474,Nalgonda,IN,17.05,79.2667,94.6,28,15,13.49,few clouds
475,Beberibe,BR,-4.1797,-38.1306,83.57,69,38,7.78,scattered clouds
476,Porto Velho,BR,-8.7619,-63.9039,86.05,48,20,4.61,few clouds
477,Pahrump,US,36.2083,-115.9839,75.25,11,1,1.99,clear sky
478,Dayong,CN,25.0209,118.2898,67.66,96,100,1.54,overcast clouds
479,Jieshi,CN,22.8134,115.8257,76.95,88,95,15.93,overcast clouds
480,Lasa,IT,46.6166,10.7002,77.88,47,96,3.74,overcast clouds
481,Moron,AR,-34.6534,-58.6198,68.95,67,44,8.05,smoke
482,Awbari,LY,26.5921,12.7805,92.95,10,0,13.06,clear sky
483,Cozumel,MX,20.5083,-86.9458,86.95,77,75,18.41,broken clouds
484,Mahon,ES,39.8885,4.2658,81.16,44,0,8.05,clear sky
485,Troitsko-Pechorsk,RU,62.7084,56.1964,33.19,98,100,9.35,snow
486,Ambovombe,MG,-25.1667,46.0833,69.53,73,46,4.83,scattered clouds
487,Tamandare,BR,-8.7597,-35.1047,81.39,75,16,14.81,few clouds
488,Impfondo,CG,1.6381,18.0667,84.18,63,90,3.38,overcast clouds
489,Pierre,US,44.3683,-100.351,51.28,49,0,4.0,clear sky
490,Asfi,MA,32.2994,-9.2372,71.44,66,97,23.29,overcast clouds
491,Mikhaylovka,RU,50.06,43.2379,57.78,78,100,14.5,light rain
492,Partur,IN,19.6,76.2167,90.59,32,2,23.31,clear sky
493,Adrar,MR,20.5022,-10.0711,107.55,6,3,8.23,clear sky
494,Sangar,RU,63.9242,127.4739,39.67,94,8,3.29,light rain
495,Havoysund,NO,70.9963,24.6622,50.23,79,89,0.58,overcast clouds
496,Vila,PT,42.0304,-8.1588,63.48,88,98,4.85,overcast clouds
497,Matay,EG,28.419,30.7792,84.22,14,0,15.5,clear sky
498,Lastoursville,GA,-0.8143,12.7287,79.02,91,90,2.19,light rain
499,Haimen,CN,23.1935,116.6142,71.49,89,100,16.64,overcast clouds
500,Ardakan,IR,32.31,54.0175,79.77,12,0,5.48,clear sky
501,Guaymas,MX,27.9333,-110.9,80.46,65,40,0.0,scattered clouds
502,Kingman,US,35.1894,-114.053,76.55,25,0,5.75,clear sky
503,Watrous,CA,51.6668,-105.4679,56.98,23,47,9.22,scattered clouds
504,Peniche,PT,39.3558,-9.3811,66.29,91,97,14.79,overcast clouds
505,Wanaka,NZ,-44.7,169.15,33.12,81,5,3.0,clear sky
506,Provideniya,RU,64.3833,-173.3,44.35,56,100,10.04,overcast clouds
507,Karasburg,NA,-28.0167,18.75,61.93,39,4,9.22,clear sky
508,Dangriga,BZ,16.9692,-88.2321,80.89,79,100,11.59,overcast clouds
509,Sur,OM,22.5667,59.5289,94.35,44,3,6.17,clear sky
510,Kirakira,SB,-10.4544,161.9205,79.38,84,15,3.91,few clouds
511,Adre,TD,13.4667,22.2,97.63,9,60,5.61,broken clouds
512,Santa Cruz,BO,-17.8,-63.1667,78.85,44,75,9.22,broken clouds
513,Naryan-Mar,RU,67.6713,53.087,29.43,81,100,22.39,overcast clouds
514,Marrakesh,MA,31.6315,-8.0083,91.47,33,0,4.61,clear sky
515,Avera,US,33.194,-82.5271,83.55,49,68,10.63,broken clouds
516,Carutapera,BR,-1.195,-46.02,84.85,66,15,3.22,few clouds
517,Kumher,IN,27.3167,77.3667,97.72,14,26,5.1,scattered clouds
518,Nampa,US,43.5407,-116.5635,58.46,56,0,6.91,clear sky
519,Sosnovoborsk,RU,56.1325,93.3589,56.28,60,100,4.43,overcast clouds
520,Maceio,BR,-9.6658,-35.7353,80.04,73,75,13.8,broken clouds
521,Pereira Barreto,BR,-20.6383,-51.1092,76.46,28,3,5.99,clear sky
522,Areosa,PT,41.7178,-8.8571,62.83,91,82,8.32,broken clouds
523,Ngunguru,NZ,-35.6167,174.5,56.71,86,100,8.68,overcast clouds
524,Jinchang,CN,38.4953,102.1739,68.02,34,75,4.72,broken clouds
525,Saint-Francois,FR,46.4154,3.9054,83.64,51,0,8.05,clear sky
526,Port Arthur,CN,38.8,121.2667,64.62,76,0,7.11,clear sky
527,Westport,US,41.1415,-73.3579,91.09,63,0,8.05,clear sky
528,Casas Grandes,MX,30.3667,-107.95,76.44,20,67,4.65,broken clouds
529,Villa Guerrero,MX,18.8667,-99.65,80.28,32,6,5.7,clear sky
530,Buraydah,SA,26.326,43.975,100.85,7,0,10.27,clear sky
531,Srednekolymsk,RU,67.45,153.6833,47.73,57,100,7.54,overcast clouds
532,Malakal,SS,9.5334,31.6605,88.16,42,57,2.57,broken clouds
533,Giddarbaha,IN,30.2,74.6667,97.07,9,3,6.31,clear sky
534,Bystrice Nad Pernstejnem,CZ,49.5229,16.2615,66.16,56,53,8.97,broken clouds
535,Hunsur,IN,12.3075,76.2878,69.08,91,42,7.87,scattered clouds
536,Mezen,RU,65.8522,44.24,36.97,59,95,13.87,overcast clouds
537,Sambava,MG,-14.2667,50.1667,75.34,81,78,11.18,broken clouds
538,Kargil,IN,34.5667,76.1,44.89,55,100,8.14,overcast clouds
539,Vitim,RU,59.4511,112.5578,43.5,94,100,1.79,overcast clouds
540,Mahbubnagar,IN,16.7333,77.9833,88.52,38,9,13.33,clear sky
541,Tahe,CN,52.3333,124.7333,46.38,96,99,4.27,overcast clouds
542,Vidim,RU,56.4088,103.1106,43.3,91,92,5.39,overcast clouds
543,Tambovka,RU,50.0969,128.0489,59.74,44,99,14.32,heavy intensity rain
544,Gat,IL,31.61,34.7642,74.08,45,0,10.85,clear sky
545,Surgana,IN,20.5667,73.6167,77.07,75,1,14.81,clear sky
546,Luderitz,NA,-26.6481,15.1594,62.94,60,11,15.12,few clouds
547,Nabire,ID,-3.3667,135.4833,75.42,92,92,3.33,overcast clouds
548,Dharchula,IN,29.85,80.5333,68.61,65,80,1.25,broken clouds
549,Kondinskoye,RU,59.6481,67.41,41.86,85,100,13.13,overcast clouds
550,Bilibino,RU,68.0546,166.4372,42.03,76,100,2.86,overcast clouds
551,Sanlucar De Barrameda,ES,36.7781,-6.3515,77.09,68,0,14.97,clear sky
552,Makakilo City,US,21.3469,-158.0858,74.19,72,100,9.22,overcast clouds
553,Kedougou,SN,12.5579,-12.1743,102.78,27,20,4.61,few clouds
554,Balabac,PH,7.9868,117.0645,80.44,79,90,3.83,overcast clouds
555,Kushiro,JP,42.975,144.3747,50.59,98,100,6.76,overcast clouds
556,Luba,GQ,3.4568,8.5547,79.68,83,96,9.82,light rain
557,Kumluca,TR,36.3703,30.2869,71.22,65,57,10.92,broken clouds
558,Broken Hill,AU,-31.95,141.4333,55.74,78,26,8.12,scattered clouds
559,Juegang,CN,32.3174,121.1855,70.95,66,100,10.51,overcast clouds
560,Verkhoyansk,RU,67.5447,133.385,40.42,86,56,2.64,broken clouds
561,Dubbo,AU,-32.25,148.6167,50.13,87,75,6.91,broken clouds
562,Miles City,US,46.4083,-105.8406,49.17,43,0,11.5,clear sky
563,Flinders,AU,-34.5833,150.8552,56.17,90,100,4.0,light rain
564,Suba,PH,10.8438,121.0102,83.19,78,100,10.51,overcast clouds
565,Kaniama,CD,-7.5667,24.1833,76.93,55,87,2.33,overcast clouds
566,Inhambupe,BR,-11.7844,-38.3531,79.93,61,70,13.4,broken clouds
567,Shingu,JP,33.7333,135.9833,62.62,76,0,7.34,clear sky
568,Hovd,MN,48.0056,91.6419,66.51,20,100,1.59,overcast clouds
569,Waddan,LY,29.1614,16.139,87.13,8,0,3.06,clear sky
570,Allanridge,ZA,-27.7543,26.6438,55.51,68,95,9.06,overcast clouds
571,Tessalit,ML,20.1986,1.0114,103.64,9,51,14.27,broken clouds
572,Morgan City,US,29.6994,-91.2068,83.01,89,75,9.22,broken clouds
573,Palmer,US,42.1584,-72.3287,92.14,53,75,8.05,broken clouds
574,Yuksekova,TR,37.5736,44.2872,62.35,48,40,4.61,scattered clouds
575,Vao,NC,-22.6667,167.4833,73.83,88,54,10.6,broken clouds
576,Sorong,ID,-0.8833,131.25,76.95,82,100,4.9,light rain
577,Egvekinot,RU,66.3167,-179.1667,38.68,67,100,6.71,overcast clouds
578,Siverskiy,RU,59.3544,30.0783,48.83,37,0,9.06,clear sky
579,Ceyhan,TR,37.0247,35.8175,71.94,59,55,13.2,broken clouds
580,El Carmen,CO,8.5106,-73.4478,84.6,47,8,0.87,clear sky
581,Yagodnoye,RU,62.55,149.6667,32.97,81,100,3.15,overcast clouds
582,Weinan,CN,34.5036,109.5089,69.21,44,1,4.88,clear sky
583,Letka,RU,59.6011,49.4232,35.15,98,100,7.81,light snow
584,Fatezh,RU,52.0891,35.8632,49.98,93,100,7.54,overcast clouds
585,Kayerkan,RU,69.3497,87.7602,33.53,100,100,2.73,overcast clouds
586,Binghamton,US,42.0987,-75.918,85.28,55,9,5.01,clear sky
587,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.01,76,18,15.79,few clouds
588,Saldanha,ZA,-33.0117,17.9442,62.65,81,95,6.2,overcast clouds
589,Altay,CN,47.8667,88.1167,68.99,28,100,6.08,overcast clouds
590,Kasangulu,CD,-4.5911,15.1708,77.49,84,86,5.14,light rain
591,Kyra,RU,49.5776,111.9753,55.35,49,59,2.57,broken clouds
592,Bobo Dioulasso,BF,11.1771,-4.2979,86.45,62,40,10.36,scattered clouds
593,Jennings,US,38.7192,-90.2604,62.96,58,100,12.66,overcast clouds
594,Tambopata,PE,-12.7333,-69.1833,76.89,73,75,3.44,broken clouds
595,Tecoanapa,MX,16.5167,-98.75,84.02,58,31,5.12,scattered clouds
596,Medina Del Campo,ES,41.3124,-4.9141,75.76,36,9,20.8,clear sky
597,Nizwa,OM,22.9333,57.5333,95.76,9,1,4.5,clear sky
598,Pisco,PE,-13.7,-76.2167,66.02,82,100,6.91,mist
599,Tucumcari,US,35.1717,-103.725,53.44,40,100,13.8,overcast clouds
600,Caravelas,BR,-17.7125,-39.2481,77.11,57,19,7.72,few clouds
601,Castanhal,BR,-1.2939,-47.9264,86.94,59,38,5.1,scattered clouds
602,Puerto Ayacucho,VE,5.6639,-67.6236,84.69,65,99,3.29,overcast clouds
603,Aktash,RU,50.3,87.7333,50.23,56,100,3.91,overcast clouds
604,Roald,NO,62.5833,6.1333,62.17,82,75,10.36,light rain
605,Maldonado,UY,-34.6667,-54.9167,65.59,46,2,4.25,clear sky
606,Kindu,CD,-2.95,25.95,74.01,91,100,3.11,light rain
607,Chor,PK,25.5167,69.7667,92.05,46,0,24.2,clear sky
608,Urengoy,RU,65.9667,78.3667,52.59,66,100,13.42,overcast clouds
609,Concordia,AR,-31.393,-58.0209,66.27,68,20,7.0,few clouds
610,Huautla,MX,21.0333,-98.2833,86.49,49,14,8.43,few clouds
611,Dera Bugti,PK,29.0307,69.151,98.49,9,18,24.25,few clouds
612,Nsanje,MW,-16.92,35.262,79.0,60,23,3.56,few clouds
613,Kavaratti,IN,10.5669,72.642,83.55,79,100,18.07,overcast clouds
614,Alice Springs,AU,-23.7,133.8833,47.75,66,8,4.61,clear sky
615,Blagaj,BA,43.2575,17.8886,80.56,50,20,2.3,few clouds
616,Honningsvag,NO,70.9821,25.9704,49.75,57,0,3.44,clear sky
617,Viedma,AR,-40.8135,-62.9967,58.26,35,98,15.39,light rain
618,Ampanihy,MG,-24.7,44.75,71.31,51,37,8.88,scattered clouds
619,Manono,CD,-7.3,27.4167,81.97,47,74,2.04,broken clouds
620,Trairi,BR,-3.2778,-39.2689,83.43,71,29,8.59,scattered clouds
621,Bull Savanna,JM,17.8868,-77.5902,83.35,65,100,14.97,overcast clouds
