City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Mackay,AU,2022-05-22 04:45:05,-21.15,149.2,76.68,79,100,17.38
293,Coihaique,CL,2022-05-22 04:43:57,-45.5752,-72.0662,34.41,93,75,1.14
294,Fortuna,US,2022-05-22 04:45:05,40.5982,-124.1573,51.93,88,100,11.5
295,Flinders,AU,2022-05-22 04:45:06,-34.5833,150.8552,63.37,82,86,7.78
296,Guiyang,CN,2022-05-22 04:45:07,26.5833,106.7167,61.29,94,100,6.71
297,Yulara,AU,2022-05-22 04:42:58,-25.2406,130.9889,71.51,26,66,6.93
298,Ruteng,ID,2022-05-22 04:45:07,-8.6136,120.4721,74.07,60,14,1.21
299,Moerai,PF,2022-05-22 04:45:08,-22.4333,-151.3333,77.79,74,12,8.46
300,Carutapera,BR,2022-05-22 04:45:08,-1.195,-46.02,72.27,95,18,3.09
301,Guozhen,CN,2022-05-22 04:45:09,34.3659,107.359,85.75,32,31,4.74
302,Antofagasta,CL,2022-05-22 04:42:01,-23.65,-70.4,58.28,71,33,6.2
303,Tiznit,MA,2022-05-22 04:45:09,29.5833,-9.5,68.16,48,84,1.5
304,Nueva Guinea,NI,2022-05-22 04:45:10,11.6876,-84.4562,73.44,97,100,7.25
305,Kununurra,AU,2022-05-22 04:45:10,-15.7667,128.7333,91.38,21,4,9.22
306,Te Anau,NZ,2022-05-22 04:45:11,-45.4167,167.7167,42.4,79,52,4.29
307,Boyolangu,ID,2022-05-22 04:46:11,-8.1181,111.8935,85.46,66,31,1.59
308,Torbay,CA,2022-05-22 04:46:12,47.6666,-52.7314,52.57,54,100,13.8
309,Srednekolymsk,RU,2022-05-22 04:46:12,67.45,153.6833,55.33,48,100,10.42
310,San Patricio,US,2022-05-22 04:46:13,28.017,-97.5169,82.49,93,32,13.85
311,Penzance,GB,2022-05-22 04:46:13,50.1186,-5.5371,52.48,85,41,7.09
312,Fort Wellington,GY,2022-05-22 04:46:14,6.4,-57.6,75.16,92,100,10.98
313,Harrison,US,2022-05-22 04:46:14,30.4091,-89.0436,80.67,84,75,17.27
314,Cherdyn,RU,2022-05-22 04:46:15,60.403,56.4787,35.46,96,100,7.0
315,Namibe,AO,2022-05-22 04:46:15,-15.1961,12.1522,66.33,63,42,1.79
316,Zhangjiakou,CN,2022-05-22 04:46:16,40.81,114.8794,85.89,15,99,1.5
317,Songjianghe,CN,2022-05-22 04:46:16,42.1859,127.479,70.7,26,10,6.53
318,Garcia,MX,2022-05-22 04:42:10,25.8167,-100.5833,87.71,51,0,7.25
319,Shimoda,JP,2022-05-22 04:46:17,34.6667,138.95,71.96,75,56,4.65
320,Ugoofaaru,MV,2022-05-22 04:46:18,5.6667,73.0,83.52,77,31,14.38
321,Kuching,MY,2022-05-22 04:46:18,1.55,110.3333,89.82,66,40,4.61
322,Terre Haute,US,2022-05-22 04:46:19,39.4667,-87.4139,64.67,92,100,5.75
323,Sri Aman,MY,2022-05-22 04:46:19,1.2376,111.4621,87.85,74,20,2.3
324,Cap Malheureux,MU,2022-05-22 04:46:19,-19.9842,57.6142,73.47,77,2,8.99
325,Menongue,AO,2022-05-22 04:46:20,-14.6585,17.691,46.76,47,42,4.16
326,Bakel,SN,2022-05-22 04:46:21,14.905,-12.4568,81.72,33,100,14.52
327,Mandapam,IN,2022-05-22 04:46:21,9.2833,79.1167,84.92,69,51,17.29
328,Naryan-Mar,RU,2022-05-22 04:46:22,67.6713,53.087,29.32,73,98,18.97
329,Verkhnevilyuysk,RU,2022-05-22 04:46:22,63.4453,120.3167,61.02,39,87,4.85
330,Hasaki,JP,2022-05-22 04:44:40,35.7333,140.8333,70.29,79,90,20.51
331,San Quintin,MX,2022-05-22 04:46:23,30.4833,-115.95,59.22,77,60,3.62
332,Pisco,PE,2022-05-22 04:46:23,-13.7,-76.2167,60.03,94,100,2.3
333,Vadso,NO,2022-05-22 04:46:24,70.0744,29.7487,40.08,93,100,5.75
334,Evensk,RU,2022-05-22 04:43:50,61.95,159.2333,38.17,96,100,2.17
335,Palmer,US,2022-05-22 04:46:25,42.1584,-72.3287,74.48,75,0,6.91
336,Tandil,AR,2022-05-22 04:46:25,-37.3217,-59.1332,45.12,63,0,1.25
337,Ucluelet,CA,2022-05-22 04:43:21,48.9329,-125.5528,50.09,88,4,1.01
338,Katherine,AU,2022-05-22 04:42:17,-14.4667,132.2667,89.92,29,6,11.5
339,Taonan,CN,2022-05-22 04:46:26,45.3333,122.7833,79.45,21,10,6.49
340,Harper,LR,2022-05-22 04:46:27,4.375,-7.7169,75.54,88,100,3.47
341,Severo-Kurilsk,RU,2022-05-22 04:46:27,50.6789,156.125,45.46,91,74,12.06
342,Gao,ML,2022-05-22 04:46:28,16.6362,1.637,82.33,36,53,3.27
343,Okha,RU,2022-05-22 04:46:28,53.5739,142.9478,35.29,99,100,4.29
344,Ambilobe,MG,2022-05-22 04:46:29,-13.2,49.05,79.2,70,8,4.65
345,Kemijarvi,FI,2022-05-22 04:46:29,66.7131,27.4306,47.89,78,100,4.79
346,Nagato,JP,2022-05-22 04:46:30,34.3833,131.2,82.2,67,0,12.12
347,Airai,TL,2022-05-22 04:46:30,-8.9266,125.4092,72.63,55,38,4.45
348,Fort Nelson,CA,2022-05-22 04:44:49,58.8053,-122.7002,60.39,29,40,8.05
349,Cochrane,CA,2022-05-22 04:46:31,51.1834,-114.4687,42.85,49,20,6.91
350,Marsh Harbour,BS,2022-05-22 04:43:26,26.5412,-77.0636,78.51,87,29,13.29
351,Grand Baie,MU,2022-05-22 04:46:32,-20.0182,57.5802,73.87,77,3,8.99
352,Urengoy,RU,2022-05-22 04:47:32,65.9667,78.3667,43.32,69,100,2.68
353,Paamiut,GL,2022-05-22 04:47:33,61.994,-49.6678,39.92,80,100,41.2
354,Emet,TR,2022-05-22 04:47:33,39.343,29.2585,62.42,49,5,1.32
355,Nautla,MX,2022-05-22 04:46:14,20.2167,-96.7833,80.82,80,0,11.14
356,Mount Gambier,AU,2022-05-22 04:47:34,-37.8333,140.7667,62.33,52,2,5.1
357,Comodoro Rivadavia,AR,2022-05-22 04:45:04,-45.8667,-67.5,44.46,93,0,3.44
358,Orumiyeh,IR,2022-05-22 04:45:57,37.5527,45.0761,54.95,47,0,4.61
359,Honiara,SB,2022-05-22 04:43:58,-9.4333,159.95,84.31,70,33,3.15
360,Kruisfontein,ZA,2022-05-22 04:44:31,-34.0033,24.7314,47.88,87,2,4.45
361,Goiatuba,BR,2022-05-22 04:47:35,-18.0125,-49.3547,52.48,55,2,3.58
362,Kraksaan,ID,2022-05-22 04:47:36,-7.7585,113.3962,86.92,62,30,7.87
363,Anaconda,US,2022-05-22 04:47:36,46.1285,-112.9423,43.79,74,100,3.18
364,East London,ZA,2022-05-22 04:46:42,-33.0153,27.9116,50.94,87,0,3.44
365,Port Pirie,AU,2022-05-22 04:47:37,-33.1833,138.0167,66.83,53,37,5.59
366,Labrea,BR,2022-05-22 04:47:37,-7.2586,-64.7981,73.44,80,40,1.1
367,Ayagoz,KZ,2022-05-22 04:47:38,47.9714,80.4392,77.47,37,83,18.86
368,Pacifica,US,2022-05-22 04:47:38,37.6138,-122.4869,62.58,79,20,17.27
369,Lagoa,PT,2022-05-22 04:47:39,39.05,-27.9833,61.97,95,100,2.17
370,Piacabucu,BR,2022-05-22 04:47:39,-10.4056,-36.4344,76.69,75,98,13.27
371,Fuerte Olimpo,PY,2022-05-22 04:47:40,-21.0415,-57.8738,58.08,57,46,5.06
372,Beaufort,MY,2022-05-22 04:47:40,5.3473,115.7455,86.58,68,100,0.29
373,Puerto Pailas,BO,2022-05-22 04:47:41,-17.667,-62.7909,70.72,77,20,3.42
374,Port Hardy,CA,2022-05-22 04:47:41,50.6996,-127.4199,50.18,87,20,4.61
375,Kabinda,CD,2022-05-22 04:47:42,-6.1333,24.4833,68.72,81,41,1.34
376,Eureka,US,2022-05-22 04:47:42,40.8021,-124.1637,54.68,85,41,8.99
377,Caceres,ES,2022-05-22 04:47:43,39.522,-6.3748,56.53,91,100,5.57
378,Caloundra,AU,2022-05-22 04:47:43,-26.8,153.1333,67.89,93,95,3.0
379,Miandrivazo,MG,2022-05-22 04:47:44,-19.5167,45.4667,75.51,55,2,4.03
380,Veraval,IN,2022-05-22 04:47:44,20.9,70.3667,86.49,66,96,19.84
381,Tuatapere,NZ,2022-05-22 04:47:45,-46.1333,167.6833,44.87,75,63,13.6
382,Sumbe,AO,2022-05-22 04:47:45,-11.2061,13.8437,69.84,87,30,3.38
383,Tasiilaq,GL,2022-05-22 04:47:46,65.6145,-37.6368,32.16,71,51,4.05
384,San Carlos De Bariloche,AR,2022-05-22 04:43:26,-41.1456,-71.3082,46.15,71,75,28.77
385,Lakes Entrance,AU,2022-05-22 04:47:47,-37.8811,147.981,58.15,68,0,7.63
386,Nkhotakota,MW,2022-05-22 04:47:47,-12.9274,34.2961,72.19,72,35,6.04
387,Ha Giang,VN,2022-05-22 04:47:48,22.8333,104.9833,71.73,99,100,1.74
388,Suffolk,US,2022-05-22 04:47:43,40.8668,-72.7996,73.06,87,0,5.75
389,Lappeenranta,FI,2022-05-22 04:47:48,61.0587,28.1887,46.8,52,0,5.75
390,Ongandjera,NA,2022-05-22 04:47:49,-17.8833,15.0667,50.36,21,0,8.52
391,Inirida,CO,2022-05-22 04:47:49,3.8653,-67.9239,71.13,99,100,2.39
392,Kuryk,KZ,2022-05-22 04:47:50,43.2,51.65,62.78,68,7,23.06
393,Maragogi,BR,2022-05-22 04:43:19,-9.0122,-35.2225,76.12,85,91,13.51
394,Mathathane,BW,2022-05-22 04:47:51,-22.2687,28.7495,52.27,53,5,7.0
395,Omboue,GA,2022-05-22 04:47:51,-1.5746,9.2618,73.83,90,98,6.24
396,Udachnyy,RU,2022-05-22 04:47:52,66.4167,112.4,61.45,44,18,4.09
397,Iskateley,RU,2022-05-22 04:47:52,67.6803,53.1512,29.03,74,98,18.72
398,Neuquen,AR,2022-05-22 04:44:11,-38.9516,-68.0591,46.29,57,0,0.0
399,Springdale,US,2022-05-22 04:46:26,36.1867,-94.1288,55.51,93,75,11.99
400,Treinta Y Tres,UY,2022-05-22 04:48:53,-33.2333,-54.3833,48.74,89,100,5.01
401,Nhulunbuy,AU,2022-05-22 04:48:54,-12.2333,136.7667,88.41,55,40,17.27
402,Sitka,US,2022-05-22 04:48:54,57.0531,-135.33,55.29,67,0,4.61
403,Kedrovyy,RU,2022-05-22 04:48:54,56.1667,91.8167,70.21,35,27,3.49
404,Tocache,PE,2022-05-22 04:48:55,-8.1842,-76.5125,71.89,83,81,1.1
405,Dingle,PH,2022-05-22 04:48:55,10.9995,122.6711,87.94,63,100,6.4
406,West Bend,US,2022-05-22 04:47:02,43.4253,-88.1834,51.78,81,100,0.0
407,Salinopolis,BR,2022-05-22 04:48:56,-0.6136,-47.3561,75.96,87,19,4.12
408,Ancud,CL,2022-05-22 04:44:03,-41.8697,-73.8203,53.01,95,100,23.58
409,Malakal,SS,2022-05-22 04:48:57,9.5334,31.6605,78.1,69,98,5.17
410,Eyl,SO,2022-05-22 04:48:57,7.9803,49.8164,88.12,51,86,24.18
411,Murmashi,RU,2022-05-22 04:48:58,68.8154,32.8115,39.61,75,75,11.18
412,Araouane,ML,2022-05-22 04:48:58,18.9048,-3.5265,83.39,15,1,3.31
413,San Vicente,AR,2022-05-22 04:48:59,-26.6167,-54.1333,46.67,84,42,2.15
414,Santiago De Cao,PE,2022-05-22 04:49:00,-7.9589,-79.2392,60.93,88,32,10.36
415,Solhan,TR,2022-05-22 04:49:00,38.9634,41.0293,58.39,45,2,3.11
416,Pilar,BR,2022-05-22 04:49:01,-9.5972,-35.9567,75.13,93,81,5.64
417,Morant Bay,JM,2022-05-22 04:49:01,17.8815,-76.4093,82.02,88,84,10.2
418,Thanh Hoa,VN,2022-05-22 04:49:01,19.8,105.7667,82.65,81,100,7.27
419,Diego De Almagro,CL,2022-05-22 04:49:02,-26.3667,-70.05,56.57,40,0,2.86
420,Date,JP,2022-05-22 04:49:03,42.4681,140.8681,60.28,68,84,12.21
421,Koungou,YT,2022-05-22 04:49:03,-12.7336,45.2042,82.11,74,40,11.5
422,Kirakira,SB,2022-05-22 04:49:04,-10.4544,161.9205,83.75,70,19,4.85
423,Wanning,CN,2022-05-22 04:49:04,18.8003,110.3967,85.06,73,99,9.4
424,Baghmara,IN,2022-05-22 04:49:05,23.795,86.2085,101.25,24,30,1.23
425,Qaqortoq,GL,2022-05-22 04:49:05,60.7167,-46.0333,39.24,82,100,11.39
426,Alibag,IN,2022-05-22 04:49:06,18.6411,72.8792,89.67,62,69,10.29
427,Klaksvik,FO,2022-05-22 04:49:06,62.2266,-6.589,47.32,88,100,12.77
428,Las Cruces,US,2022-05-22 04:47:06,32.3123,-106.7783,75.99,16,0,8.05
429,Surt,LY,2022-05-22 04:49:08,31.2089,16.5887,64.83,47,0,5.19
430,Challans,FR,2022-05-22 04:49:08,46.8436,-1.8749,64.6,77,99,12.48
431,Manaus,BR,2022-05-22 04:49:09,-3.1019,-60.025,77.49,88,0,3.44
432,Shahr-E Kord,IR,2022-05-22 04:49:09,32.3256,50.8644,53.37,22,0,4.61
433,Ilulissat,GL,2022-05-22 04:44:14,69.2167,-51.1,39.22,65,100,4.61
434,Pecos,US,2022-05-22 04:49:10,31.4229,-103.4932,75.29,25,0,12.66
435,Aswan,EG,2022-05-22 04:49:10,24.0934,32.907,74.5,20,0,9.22
436,Onega,RU,2022-05-22 04:49:11,63.9061,38.1404,36.91,52,8,9.4
437,Magadi,IN,2022-05-22 04:49:11,12.9667,77.2333,80.06,76,98,13.91
438,Margate,GB,2022-05-22 04:49:12,51.3813,1.3862,52.7,85,73,1.01
439,Shadrinsk,RU,2022-05-22 04:44:43,56.0852,63.6335,40.69,85,100,14.16
440,Tekeli,KZ,2022-05-22 04:49:12,44.83,78.8239,66.02,60,79,10.96
441,Awjilah,LY,2022-05-22 04:49:13,29.1081,21.2869,63.88,68,0,8.55
442,Baker City,US,2022-05-22 04:44:25,44.7749,-117.8344,47.91,70,20,10.36
443,Khromtau,KZ,2022-05-22 04:49:14,50.2503,58.4347,45.05,63,90,18.66
444,Tarko-Sale,RU,2022-05-22 04:49:14,64.9225,77.785,50.67,54,99,11.1
445,Imbituba,BR,2022-05-22 04:49:47,-28.24,-48.6703,56.86,99,0,4.76
446,Ulladulla,AU,2022-05-22 04:50:15,-35.35,150.4667,61.77,75,100,9.33
447,Bubaque,GW,2022-05-22 04:50:15,11.2833,-15.8333,78.03,77,100,10.38
448,Stonewall,CA,2022-05-22 04:50:16,50.1344,-97.3268,42.78,77,30,6.73
449,Mielec,PL,2022-05-22 04:45:40,50.2871,21.4239,54.79,82,34,15.12
450,Jieshi,CN,2022-05-22 04:50:16,22.8134,115.8257,75.9,81,100,15.7
451,Maceio,BR,2022-05-22 04:50:17,-9.6658,-35.7353,76.44,78,40,4.61
452,Norman Wells,CA,2022-05-22 04:50:17,65.282,-126.8329,42.84,93,100,3.44
453,Cayenne,GF,2022-05-22 04:50:18,4.9333,-52.3333,76.08,1,0,0.0
454,Santo Antonio Do Ica,BR,2022-05-22 04:50:18,-3.1022,-67.9397,71.58,99,99,1.14
455,Padang,ID,2022-05-22 04:50:19,-0.9492,100.3543,87.85,68,74,5.59
456,Svetlyy,RU,2022-05-22 04:50:19,54.675,20.1347,48.25,92,100,18.77
457,Visby,SE,2022-05-22 04:50:20,57.6409,18.296,46.62,87,75,10.36
458,Vertientes,CU,2022-05-22 04:50:20,21.2594,-78.1464,75.96,93,100,11.12
459,Labuhan,ID,2022-05-22 04:48:44,-6.8844,112.2051,86.88,64,63,10.96
460,Starosubkhangulovo,RU,2022-05-22 04:50:21,53.1031,57.4423,39.63,90,100,11.25
461,Berbera,SO,2022-05-22 04:50:22,10.4396,45.0143,94.15,41,96,10.0
462,Mogadouro,PT,2022-05-22 04:50:22,41.3403,-6.7119,53.94,83,88,5.73
463,Hinatuan,PH,2022-05-22 04:50:23,8.3722,126.3342,85.78,70,95,7.09
464,Gushikawa,JP,2022-05-22 04:50:23,26.3544,127.8686,80.6,67,40,12.66
465,Hailar,CN,2022-05-22 04:50:24,49.2,119.7,77.18,16,88,21.27
466,Laizhou,CN,2022-05-22 04:50:24,37.1717,119.9214,89.37,23,0,6.02
467,Huarmey,PE,2022-05-22 04:50:25,-10.0681,-78.1522,64.49,87,36,7.45
468,Phalombe,MW,2022-05-22 04:50:25,-15.8064,35.6507,66.63,71,5,3.24
469,Knysna,ZA,2022-05-22 04:50:26,-34.0363,23.0471,54.27,70,28,3.51
470,Jiayuguan,CN,2022-05-22 04:45:53,39.8167,98.3,80.11,12,1,16.51
471,Anadyr,RU,2022-05-22 04:45:37,64.75,177.4833,50.5,57,0,6.71
472,Bardiyah,LY,2022-05-22 04:50:26,31.7561,25.0865,65.08,74,0,20.6
473,Kisanga,TZ,2022-05-22 04:50:27,-7.4362,37.7034,73.54,88,92,1.36
474,Acapulco,MX,2022-05-22 04:48:28,16.8634,-99.8901,78.96,72,0,1.92
475,Ipswich,GB,2022-05-22 04:45:52,52.0592,1.1555,54.05,85,79,4.61
476,Kenai,US,2022-05-22 04:50:28,60.5544,-151.2583,62.69,20,40,14.97
477,Richards Bay,ZA,2022-05-22 04:50:28,-28.783,32.0377,62.6,78,100,19.48
478,Peace River,CA,2022-05-22 04:50:29,56.2501,-117.286,57.51,24,75,8.05
479,Grand Gaube,MU,2022-05-22 04:50:29,-20.0064,57.6608,73.8,79,3,5.01
480,Kholtoson,RU,2022-05-22 04:50:30,50.2981,103.3097,72.45,20,7,8.32
481,Hokitika,NZ,2022-05-22 04:50:30,-42.7167,170.9667,53.4,76,99,17.36
482,Kinshasa,CD,2022-05-22 04:46:17,-4.3246,15.3215,71.26,90,75,1.68
483,Bambanglipuro,ID,2022-05-22 04:50:31,-7.95,110.2833,86.54,62,57,2.82
484,Beringovskiy,RU,2022-05-22 04:50:32,63.05,179.3167,38.01,82,100,9.4
485,Saurimo,AO,2022-05-22 04:50:11,-9.6608,20.3916,60.06,64,15,3.67
486,Banikoara,BJ,2022-05-22 04:50:33,11.2985,2.4386,78.42,67,87,5.17
487,Barcelona,ES,2022-05-22 04:49:45,41.3888,2.159,77.72,44,0,5.75
488,Tucurui,BR,2022-05-22 04:50:33,-3.7661,-49.6725,72.0,86,92,0.89
489,Pula,HR,2022-05-22 04:50:34,44.8683,13.8481,61.36,94,0,1.14
490,Quetta,PK,2022-05-22 04:50:34,30.199,67.0097,80.56,8,0,8.63
491,Kushiro,JP,2022-05-22 04:50:35,42.975,144.3747,56.35,94,75,9.22
492,Yerbogachen,RU,2022-05-22 04:51:35,61.2767,108.0108,58.78,64,84,8.46
493,Batticaloa,LK,2022-05-22 04:51:36,7.7102,81.6924,88.27,54,100,5.06
494,Ostersund,SE,2022-05-22 04:51:36,63.1792,14.6357,49.6,61,100,4.61
495,Juneau,US,2022-05-22 04:49:48,58.3019,-134.4197,66.2,77,0,4.61
496,Kabo,CF,2022-05-22 04:51:37,7.6994,18.629,74.21,83,99,3.8
497,Sabha,LY,2022-05-22 04:51:38,27.0377,14.4283,64.29,23,0,10.54
498,Gulu,UG,2022-05-22 04:51:38,2.7746,32.299,67.95,85,71,1.3
499,Bom Jesus,BR,2022-05-22 04:51:39,-9.0744,-44.3586,67.68,86,22,1.23
500,Ilhabela,BR,2022-05-22 04:51:39,-23.7781,-45.3581,64.0,87,26,4.12
501,Ventersburg,ZA,2022-05-22 04:51:40,-28.0856,27.1381,46.72,88,98,5.06
502,La Ronge,CA,2022-05-22 04:51:40,55.1001,-105.2842,48.45,29,0,3.44
503,College,US,2022-05-22 04:51:41,64.8569,-147.8028,69.75,34,75,14.97
504,Dzerzhinskoye,RU,2022-05-22 04:51:42,56.8344,95.2283,60.84,43,84,7.99
505,Husavik,IS,2022-05-22 04:51:42,66.0449,-17.3389,39.0,98,100,11.03
506,Waipawa,NZ,2022-05-22 04:51:43,-41.4122,175.5153,51.98,70,9,5.01
507,Manta,EC,2022-05-22 04:51:43,-0.95,-80.7333,74.98,88,40,10.36
508,Dunapataj,HU,2022-05-22 04:51:44,46.644,18.9963,58.96,66,60,9.06
509,Tocopilla,CL,2022-05-22 04:51:44,-22.092,-70.1979,64.18,71,43,5.37
510,Gatton,AU,2022-05-22 04:51:45,-27.55,152.2833,68.94,90,100,7.05
511,Blankenburg,DE,2022-05-22 04:51:45,51.7833,10.95,52.75,90,90,1.72
512,Adrar,MR,2022-05-22 04:51:46,20.5022,-10.0711,85.78,11,1,7.65
513,Mkushi,ZM,2022-05-22 04:51:46,-13.6202,29.3939,59.4,80,91,0.94
514,Turka,UA,2022-05-22 04:51:47,49.1541,23.0297,49.1,78,55,12.77
515,Tarakan,ID,2022-05-22 04:51:47,3.3,117.6333,83.7,74,40,5.75
516,Moroto,UG,2022-05-22 04:51:48,2.5345,34.6666,70.2,66,92,0.83
517,Gaziantep,TR,2022-05-22 04:51:48,37.0594,37.3825,68.56,30,0,4.61
518,Aykino,RU,2022-05-22 04:51:49,62.2248,49.9922,34.07,89,100,11.18
519,Dickinson,US,2022-05-22 04:51:49,29.4608,-95.0513,83.16,87,100,9.22
520,Thinadhoo,MV,2022-05-22 04:51:50,0.5333,72.9333,83.52,72,100,10.45
521,Itamaraca,BR,2022-05-22 04:51:50,-7.7478,-34.8256,77.05,88,93,12.03
522,Gornyak,RU,2022-05-22 04:51:51,50.9942,81.4661,80.2,35,100,20.49
523,Kulu,TR,2022-05-22 04:51:52,39.0951,33.0799,62.71,42,0,3.24
524,Umm Lajj,SA,2022-05-22 04:51:52,25.0213,37.2685,81.18,68,0,13.73
525,Khovu-Aksy,RU,2022-05-22 04:51:53,51.1333,93.6,71.71,25,78,4.92
526,Haines Junction,CA,2022-05-22 04:51:53,60.7522,-137.5108,55.35,28,36,10.36
527,Axim,GH,2022-05-22 04:51:54,4.8699,-2.2405,74.62,93,100,2.17
528,Quelimane,MZ,2022-05-22 04:51:54,-17.8786,36.8883,73.35,88,40,5.75
529,Carauari,BR,2022-05-22 04:51:55,-4.8828,-66.8958,71.1,98,74,1.92
530,Ajdabiya,LY,2022-05-22 04:51:55,30.7554,20.2263,64.85,75,0,9.89
531,Akure,NG,2022-05-22 04:51:56,7.2526,5.1931,70.47,96,100,3.2
532,Kribi,CM,2022-05-22 04:51:56,2.95,9.9167,76.41,90,100,5.14
533,Chitrakonda,IN,2022-05-22 04:51:57,18.1167,82.0833,93.74,38,24,7.38
534,Vestmanna,FO,2022-05-22 04:51:57,62.1564,-7.1664,45.52,100,100,12.66
535,Vostok,RU,2022-05-22 04:52:58,46.4856,135.8833,48.09,96,100,2.55
536,Campbell River,CA,2022-05-22 04:52:58,50.0163,-125.2446,60.33,58,0,2.3
537,Aitape,PG,2022-05-22 04:52:59,-3.1374,142.3475,82.27,83,100,6.85
538,Plaridel,PH,2022-05-22 04:52:59,14.8872,120.8572,91.11,60,100,8.34
539,Sumbawanga,TZ,2022-05-22 04:53:00,-7.9667,31.6167,58.8,82,20,3.44
540,Lasa,IT,2022-05-22 04:53:00,46.6166,10.7002,58.08,61,26,5.06
541,Ferrol,ES,2022-05-22 04:53:01,43.4832,-8.2369,63.12,85,85,4.45
542,Asau,RO,2022-05-22 04:53:01,46.4333,26.4,60.96,54,95,1.05
543,Walvis Bay,NA,2022-05-22 04:53:02,-22.9575,14.5053,49.15,53,5,5.75
544,Roma,US,2022-05-22 04:53:02,43.2128,-75.4557,71.96,78,100,1.99
545,Bara,NG,2022-05-22 04:53:03,10.3744,10.7288,79.14,70,98,10.51
546,Santo Tomas,PH,2022-05-22 04:53:03,14.1079,121.1414,88.05,82,97,2.84
547,Panguna,PG,2022-05-22 04:53:04,-6.3164,155.4848,77.85,73,39,3.24
